"","date","new_file_name","species","time","mange_signs_present","clear_photo","not_coyote","season","year","site"
"1657",2013-04-15,"D10-MAC1-SP13(1).JPG","Coyote","4:00:42",NA,0,NA,"Spring",2013,"MAC"
"1658",2013-04-29,"D10-MAC1-SP13(2).JPG","Coyote","1:33:19",NA,1,NA,"Spring",2013,"MAC"
"1659",2013-04-29,"D10-MAC1-SP13(3).JPG","Coyote","1:30:49",NA,0,NA,"Spring",2013,"MAC"
"1660",2013-04-26,"D10-MAC1-SP13(4).JPG","Coyote","22:09:54",NA,0,NA,"Spring",2013,"MAC"
"1661",2013-04-29,"D09-RYW1-SP13(1).JPG","Coyote","12:08:16",NA,1,NA,"Spring",2013,"RYW"
"1662",2013-04-29,"D09-RYW1-SP13(2).JPG","Coyote","12:07:44",NA,1,NA,"Spring",2013,"RYW"
"1663",2013-04-24,"D09-RYW1-SP13(3).JPG","Coyote","13:18:56",1,1,NA,"Spring",2013,"RYW"
"1664",2013-04-17,"D09-RYW1-SP13(4).JPG","Coyote","5:46:34",NA,0,NA,"Spring",2013,"RYW"
"1665",2013-04-13,"D08-CCC1-SP13(1).JPG","Coyote","2:35:09",NA,0,NA,"Spring",2013,"CCC"
"1666",2013-04-13,"D07-NOC1-SP13(1).JPG","Coyote","23:06:42",NA,1,NA,"Spring",2013,"NOC"
"1667",2013-04-13,"D07-NOC1-SP13(2).JPG","Coyote","23:05:58",NA,0,NA,"Spring",2013,"NOC"
"1668",2013-05-06,"D07-NOC1-SP13(3).JPG","Coyote","1:29:44",NA,1,NA,"Spring",2013,"NOC"
"1669",2013-05-06,"D07-NOC1-SP13(4).JPG","Coyote","1:29:10",NA,1,NA,"Spring",2013,"NOC"
"1670",2013-05-06,"D07-NOC1-SP13(5).JPG","Coyote","0:55:07",NA,1,NA,"Spring",2013,"NOC"
"1671",2013-05-02,"D07-NOC1-SP13(6).JPG","Coyote","1:51:27",NA,0,NA,"Spring",2013,"NOC"
"1672",2013-04-27,"D07-NOC1-SP13(7).JPG","Coyote","4:48:04",1,1,NA,"Spring",2013,"NOC"
"1673",2013-04-27,"D07-NOC1-SP13(8).JPG","Coyote","4:25:17",NA,0,NA,"Spring",2013,"NOC"
"1674",2013-04-27,"D07-NOC1-SP13(9).JPG","Coyote","1:54:36",NA,0,NA,"Spring",2013,"NOC"
"1675",2013-04-26,"D07-NOC1-SP13(10).JPG","Coyote","3:55:25",NA,0,NA,"Spring",2013,"NOC"
"1676",2013-04-26,"D07-NOC1-SP13(11).JPG","Coyote","3:54:56",NA,0,NA,"Spring",2013,"NOC"
"1677",2013-04-25,"D07-NOC1-SP13(12).JPG","Coyote","19:19:58",NA,1,NA,"Spring",2013,"NOC"
"1678",2013-04-25,"D07-NOC1-SP13(13).JPG","Coyote","19:19:29",NA,1,NA,"Spring",2013,"NOC"
"1679",2013-04-24,"D07-NOC1-SP13(14).JPG","Coyote","21:33:54",NA,0,NA,"Spring",2013,"NOC"
"1680",2013-04-24,"D07-NOC1-SP13(15).JPG","Coyote","21:33:26",NA,0,NA,"Spring",2013,"NOC"
"1681",2013-04-24,"D07-NOC1-SP13(16).JPG","Coyote","9:56:10",NA,1,NA,"Spring",2013,"NOC"
"1682",2013-04-24,"D07-NOC1-SP13(17).JPG","Coyote","9:55:41",NA,1,NA,"Spring",2013,"NOC"
"1683",2013-04-24,"D07-NOC1-SP13(18).JPG","Coyote","9:54:57",NA,1,NA,"Spring",2013,"NOC"
"1684",2013-04-13,"D07-NOC1-SP13(19).JPG","Coyote","3:47:18",NA,0,NA,"Spring",2013,"NOC"
"1685",2013-04-20,"D07-NOC1-SP13(20).JPG","Coyote","3:07:27",NA,1,NA,"Spring",2013,"NOC"
"1686",2013-04-19,"D07-NOC1-SP13(21).JPG","Coyote","5:02:18",NA,1,NA,"Spring",2013,"NOC"
"1687",2013-04-19,"D07-NOC1-SP13(22).JPG","Coyote","1:42:05",NA,0,NA,"Spring",2013,"NOC"
"1688",2013-04-11,"D07-NOC1-SP13(23).JPG","Coyote","4:37:40",NA,1,NA,"Spring",2013,"NOC"
"1689",2013-04-16,"D07-BEC1-SP13(1).JPG","Coyote","7:13:57",NA,1,NA,"Spring",2013,"BEC"
"1690",2013-04-16,"D07-BEC1-SP13(2).JPG","Coyote","7:01:51",1,1,NA,"Spring",2013,"BEC"
"1691",2013-04-16,"D07-BEC1-SP13(3).JPG","Coyote","4:48:34",NA,0,NA,"Spring",2013,"BEC"
"1692",2013-05-01,"D07-BEC1-SP13(4).JPG","Coyote","23:29:36",NA,1,NA,"Spring",2013,"BEC"
"1693",2013-04-21,"D07-BEC1-SP13(5).JPG","Coyote","23:47:17",NA,1,NA,"Spring",2013,"BEC"
"1694",2013-04-13,"D07-BEC1-SP13(6).JPG","Coyote","2:55:56",NA,0,NA,"Spring",2013,"BEC"
"1695",2013-04-12,"D07-BEC1-SP13(7).JPG","Coyote","22:25:11",NA,0,NA,"Spring",2013,"BEC"
"1696",2013-04-10,"D07-BEC1-SP13(8).JPG","Coyote","20:42:53",NA,0,NA,"Spring",2013,"BEC"
"1697",2013-04-17,"D07-BEC1-SP13(9).JPG","Coyote","0:53:42",NA,0,NA,"Spring",2013,"BEC"
"1698",2013-04-10,"D07-BEC1-SP13(10).JPG","Coyote","20:42:17",NA,0,NA,"Spring",2013,"BEC"
"1699",2013-04-16,"D07-ASC1-SP13(1).JPG","Coyote","19:18:09",NA,0,NA,"Spring",2013,"ASC"
"1700",2013-04-14,"D07-ASC1-SP13(2).JPG","Coyote","21:21:31",NA,1,NA,"Spring",2013,"ASC"
"1701",2013-04-14,"D05-MIA1-SP13(1).JPG","Coyote","3:43:44",NA,0,NA,"Spring",2013,"MIA"
"1702",2013-04-14,"D05-MIA1-SP13(2).JPG","Coyote","3:43:13",NA,0,NA,"Spring",2013,"MIA"
"1703",2013-04-17,"D04-EDW3-SP13(1).JPG","Coyote","14:09:07",NA,0,NA,"Spring",2013,"EDW"
"1704",2013-04-25,"D02-RCP1-SP13(1).JPG","Coyote","3:05:57",NA,0,NA,"Spring",2013,"RCP"
"1705",2013-04-25,"D02-RCP1-SP13(2).JPG","Coyote","3:05:28",NA,1,NA,"Spring",2013,"RCP"
"1706",2013-04-25,"D02-RCP1-SP13(3).JPG","Coyote","3:04:55",NA,0,NA,"Spring",2013,"RCP"
"1707",2013-04-25,"D02-RCP1-SP13(4).JPG","Coyote","3:04:24",NA,1,NA,"Spring",2013,"RCP"
"1708",2013-04-25,"D02-RCP1-SP13(5).JPG","Coyote","3:03:54",NA,1,NA,"Spring",2013,"RCP"
"1709",2013-04-12,"D02-MDU1-SP13(1).JPG","Coyote","5:04:55",NA,1,NA,"Spring",2013,"MDU"
"1710",2013-04-14,"D02-MDU1-SP13(2).JPG","Coyote","2:19:38",NA,0,NA,"Spring",2013,"MDU"
"1711",2013-04-14,"D02-MDU1-SP13(3).JPG","Coyote","2:19:09",NA,0,NA,"Spring",2013,"MDU"
"1712",2010-07-30,"S09-VTW1-SU10(1).JPG","","",NA,0,NA,"Summer",2010,"VTW"
"1713",2010-07-30,"S09-VTW1-SU10(2).JPG","","",NA,1,NA,"Summer",2010,"VTW"
"1714",2010-07-15,"S06-CBW1-SU10(1).JPG","","",NA,0,NA,"Summer",2010,"CBW"
"1715",2010-07-15,"S06-CBW1-SU10(2).JPG","","",NA,1,NA,"Summer",2010,"CBW"
"1716",2010-07-15,"S06-CBW1-SU10(3).JPG","","",NA,0,NA,"Summer",2010,"CBW"
"1717",2010-07-26,"S05-SFP1-SU10(1).JPG","","",NA,0,NA,"Summer",2010,"SFP"
"1718",2010-07-26,"S05-SFP1-SU10(2).JPG","","",NA,1,NA,"Summer",2010,"SFP"
"1719",2010-07-26,"S05-SFP1-SU10(3).JPG","","",NA,1,NA,"Summer",2010,"SFP"
"1720",2010-07-25,"S05-SFP1-SU10(4).JPG","","",NA,0,NA,"Summer",2010,"SFP"
"1721",2010-07-23,"S05-SFP1-SU10(5).JPG","","",NA,1,NA,"Summer",2010,"SFP"
"1722",2010-07-22,"S05-SFP1-SU10(6).JPG","","",NA,0,NA,"Summer",2010,"SFP"
"1723",2010-07-19,"S05-SFP1-SU10(7).JPG","","",NA,0,NA,"Summer",2010,"SFP"
"1724",2010-07-26,"S05-LNC1-SU10(1).JPG","","",NA,0,NA,"Summer",2010,"LNC"
"1725",2010-07-26,"S05-LNC1-SU10(2).JPG","","",NA,0,NA,"Summer",2010,"LNC"
"1726",2010-07-26,"S05-LNC1-SU10(3).JPG","","",NA,1,NA,"Summer",2010,"LNC"
"1727",2010-07-16,"S05-LNC1-SU10(4).JPG","","",NA,1,NA,"Summer",2010,"LNC"
"1728",2010-07-16,"S05-LNC1-SU10(5).JPG","","",NA,1,NA,"Summer",2010,"LNC"
"1729",2010-07-17,"R09-BLW1-SU10(1).JPG","","",NA,1,NA,"Summer",2010,"BLW"
"1730",2010-07-17,"R09-BLW1-SU10(2).JPG","","",NA,1,NA,"Summer",2010,"BLW"
"1731",2010-07-17,"R09-BLW1-SU10(3).JPG","","",NA,0,NA,"Summer",2010,"BLW"
"1732",2010-08-07,"R07-YHR1-SU10(1).JPG","","",NA,0,NA,"Summer",2010,"YHR"
"1733",2010-07-31,"R07-YHR1-SU10(2).JPG","","",NA,0,NA,"Summer",2010,"YHR"
"1734",2010-07-22,"R07-YHR1-SU10(3).JPG","","",NA,1,NA,"Summer",2010,"YHR"
"1735",2010-07-15,"R07-YHR1-SU10(4).JPG","","",1,1,NA,"Summer",2010,"YHR"
"1736",2010-07-15,"R07-YHR1-SU10(5).JPG","","",NA,1,NA,"Summer",2010,"YHR"
"1737",2010-07-15,"R07-YHR1-SU10(6).JPG","","",NA,0,NA,"Summer",2010,"YHR"
"1738",2010-08-01,"R07-GOF1-SU10(1).JPG","","",NA,0,NA,"Summer",2010,"GOF"
"1739",2010-08-01,"R07-GOF1-SU10(2).JPG","","",NA,0,NA,"Summer",2010,"GOF"
"1740",2010-08-01,"R07-GOF1-SU10(3).JPG","","",NA,1,NA,"Summer",2010,"GOF"
"1741",2010-08-01,"R07-GOF1-SU10(4).JPG","","",NA,1,NA,"Summer",2010,"GOF"
"1742",2010-08-01,"R07-GOF1-SU10(5).JPG","","",NA,1,NA,"Summer",2010,"GOF"
"1743",2010-08-01,"R07-GOF1-SU10(6).JPG","","",NA,0,NA,"Summer",2010,"GOF"
"1744",2010-08-01,"R07-GOF1-SU10(7).JPG","","",NA,0,NA,"Summer",2010,"GOF"
"1745",2010-08-01,"R07-GOF1-SU10(8).JPG","","",NA,1,NA,"Summer",2010,"GOF"
"1746",2010-08-01,"R07-GOF1-SU10(9).JPG","","",NA,0,NA,"Summer",2010,"GOF"
"1747",2010-07-29,"R07-GOF1-SU10(10).JPG","","",NA,1,NA,"Summer",2010,"GOF"
"1748",2010-07-24,"R06-YOW1-SU10(1).JPG","","",NA,0,NA,"Summer",2010,"YOW"
"1749",2010-07-24,"R06-YOW1-SU10(2).JPG","","",NA,0,NA,"Summer",2010,"YOW"
"1750",2010-07-15,"R06-YOW1-SU10(3).JPG","","",NA,0,NA,"Summer",2010,"YOW"
"1751",2010-08-01,"R06-SLT2-SU10(1).JPG","","",NA,0,NA,"Summer",2010,"SLT"
"1752",2010-07-15,"R06-SLT2-SU10(2).JPG","","",NA,0,NA,"Summer",2010,"SLT"
"1753",2010-08-09,"R06-SLT1-SU10(1).JPG","","",NA,1,NA,"Summer",2010,"SLT"
"1754",2010-08-07,"R06-SLT1-SU10(2).JPG","","",NA,1,NA,"Summer",2010,"SLT"
"1755",2010-07-14,"R06-SLT1-SU10(3).JPG","","",NA,0,NA,"Summer",2010,"SLT"
"1756",2010-08-07,"R05-GOC1-SU10(1).JPG","","",NA,0,NA,"Summer",2010,"GOC"
"1757",2010-07-26,"D10-MAC1-SU10(1).JPG","","",NA,0,NA,"Summer",2010,"MAC"
"1758",2010-07-26,"D10-MAC1-SU10(2).JPG","","",NA,0,NA,"Summer",2010,"MAC"
"1759",2010-07-26,"D10-MAC1-SU10(3).JPG","","",NA,0,NA,"Summer",2010,"MAC"
"1760",2010-07-22,"D10-MAC1-SU10(4).JPG","","",NA,1,NA,"Summer",2010,"MAC"
"1761",2010-07-22,"D10-MAC1-SU10(5).JPG","","",NA,0,NA,"Summer",2010,"MAC"
"1762",2010-07-22,"D10-MAC1-SU10(6).JPG","","",NA,0,NA,"Summer",2010,"MAC"
"1763",2010-07-16,"D09-BON2-SU10(1).JPG","","",NA,0,NA,"Summer",2010,"BON"
"1764",2010-07-16,"D09-BON2-SU10(2).JPG","","",NA,1,NA,"Summer",2010,"BON"
"1765",2010-07-16,"D09-BON2-SU10(3).JPG","","",NA,0,NA,"Summer",2010,"BON"
"1766",2010-07-16,"D09-BON2-SU10(4).JPG","","",NA,1,NA,"Summer",2010,"BON"
"1767",2010-07-16,"D09-BON2-SU10(5).JPG","","",NA,1,NA,"Summer",2010,"BON"
"1768",2010-07-16,"D09-BON2-SU10(6).JPG","","",NA,1,NA,"Summer",2010,"BON"
"1769",2010-07-16,"D09-BON2-SU10(7).JPG","","",NA,0,NA,"Summer",2010,"BON"
"1770",2010-07-16,"D09-BON2-SU10(8).JPG","","",1,1,NA,"Summer",2010,"BON"
"1771",2010-07-16,"D09-BON2-SU10(9).JPG","","",NA,1,NA,"Summer",2010,"BON"
"1772",2010-07-15,"D09-BON2-SU10(10).JPG","","",NA,0,NA,"Summer",2010,"BON"
"1773",2010-07-15,"D09-BON2-SU10(11).JPG","","",NA,1,NA,"Summer",2010,"BON"
"1774",2010-07-19,"D08-DAW1-SU10(1).JPG","","",NA,1,NA,"Summer",2010,"DAW"
"1775",2010-07-19,"D08-DAW1-SU10(2).JPG","","",NA,0,NA,"Summer",2010,"DAW"
"1776",2010-07-26,"D07-NOC1-SU10(1).JPG","","",NA,0,NA,"Summer",2010,"NOC"
"1777",2010-07-20,"D07-NOC1-SU10(2).JPG","","",NA,0,NA,"Summer",2010,"NOC"
"1778",2010-07-19,"D07-NOC1-SU10(3).JPG","","",NA,1,NA,"Summer",2010,"NOC"
"1779",2010-07-19,"D07-NOC1-SU10(4).JPG","","",NA,0,NA,"Summer",2010,"NOC"
"1780",2010-07-18,"D07-NOC1-SU10(5).JPG","","",NA,0,NA,"Summer",2010,"NOC"
"1781",2010-07-17,"D07-NOC1-SU10(6).JPG","","",NA,0,NA,"Summer",2010,"NOC"
"1782",2010-07-17,"D07-NOC1-SU10(7).JPG","","",NA,0,NA,"Summer",2010,"NOC"
"1783",2010-07-17,"D07-NOC1-SU10(8).JPG","","",NA,1,NA,"Summer",2010,"NOC"
"1784",2010-07-19,"D07-BEC1-SU10(1).JPG","","",NA,1,NA,"Summer",2010,"BEC"
"1785",2010-07-19,"D07-BEC1-SU10(2).JPG","","",NA,1,NA,"Summer",2010,"BEC"
"1786",2010-07-19,"D07-BEC1-SU10(3).JPG","","",NA,0,NA,"Summer",2010,"BEC"
"1787",2010-07-14,"D05-PRC1-SU10(1).JPG","","",NA,0,NA,"Summer",2010,"PRC"
"1788",2011-07-16,"S10-ILC1-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"ILC"
"1789",2011-07-16,"S07-STJ1-SU11(1).JPG","","",NA,1,NA,"Summer",2011,"STJ"
"1790",2011-07-16,"S07-SAG1-SU11(1).JPG","","",NA,1,NA,"Summer",2011,"SAG"
"1791",2011-07-16,"S07-SAG1-SU11(2).JPG","","",NA,0,NA,"Summer",2011,"SAG"
"1792",2011-07-16,"S07-SAG1-SU11(3).JPG","","",NA,0,NA,"Summer",2011,"SAG"
"1793",2011-07-12,"S07-SAG1-SU11(4).JPG","","",NA,0,NA,"Summer",2011,"SAG"
"1794",2011-07-12,"S07-SAG1-SU11(5).JPG","","",NA,0,NA,"Summer",2011,"SAG"
"1795",2011-07-18,"S06-CBW1-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"CBW"
"1796",2011-07-17,"S06-CBW1-SU11(2).JPG","","",NA,1,NA,"Summer",2011,"CBW"
"1797",2011-07-16,"S06-CBW1-SU11(3).JPG","","",NA,1,NA,"Summer",2011,"CBW"
"1798",2011-07-12,"S06-CBW1-SU11(4).JPG","","",NA,1,NA,"Summer",2011,"CBW"
"1799",2011-07-14,"S05-SFP1-SU11(1).JPG","","",1,1,NA,"Summer",2011,"SFP"
"1800",2011-07-14,"S05-SFP1-SU11(2).JPG","","",NA,1,NA,"Summer",2011,"SFP"
"1801",2011-08-13,"S05-RES1-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"RES"
"1802",2011-07-28,"S05-RES1-SU11(2).JPG","","",NA,0,NA,"Summer",2011,"RES"
"1803",2011-07-17,"S05-LNC1-SU11(1).JPG","","",NA,1,NA,"Summer",2011,"LNC"
"1804",2011-07-12,"S05-LNC1-SU11(2).JPG","","",NA,0,NA,"Summer",2011,"LNC"
"1805",2011-07-17,"S02-PIP1-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"PIP"
"1806",2011-07-14,"S02-CPR1-SU11(1).JPG","","",NA,1,NA,"Summer",2011,"CPR"
"1807",2011-07-27,"R10-WDW1-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"WDW"
"1808",2011-08-05,"R10-WDW1-SU11(2).JPG","","",NA,0,NA,"Summer",2011,"WDW"
"1809",2011-08-04,"R10-WDW1-SU11(3).JPG","","",NA,1,NA,"Summer",2011,"WDW"
"1810",2011-07-28,"R09-LIM2-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"LIM"
"1811",2011-08-07,"R09-CTG1-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"CTG"
"1812",2011-07-23,"R09-CTG1-SU11(2).JPG","","",NA,1,NA,"Summer",2011,"CTG"
"1813",2011-07-22,"R09-CTG1-SU11(3).JPG","","",NA,1,NA,"Summer",2011,"CTG"
"1814",2011-07-15,"R09-CTG1-SU11(4).JPG","","",NA,0,NA,"Summer",2011,"CTG"
"1815",2011-08-03,"R09-BLW1-SU11(1).JPG","","",NA,1,NA,"Summer",2011,"BLW"
"1816",2011-08-02,"R09-BLW1-SU11(2).JPG","","",NA,0,NA,"Summer",2011,"BLW"
"1817",2011-07-16,"R08-WBK1-SU11(1).JPG","","",NA,1,NA,"Summer",2011,"WBK"
"1818",2011-07-16,"R08-DAP1-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"DAP"
"1819",2011-07-24,"R07-YHR1-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"YHR"
"1820",2011-07-24,"R07-YHR1-SU11(2).JPG","","",NA,1,NA,"Summer",2011,"YHR"
"1821",2011-07-21,"R07-YHR1-SU11(3).JPG","","",NA,0,NA,"Summer",2011,"YHR"
"1822",2011-07-30,"R07-GOF1-SU11(1).JPG","","",NA,1,NA,"Summer",2011,"GOF"
"1823",2011-07-18,"R06-YOW1-SU11(1).JPG","","",NA,1,NA,"Summer",2011,"YOW"
"1824",2011-07-15,"R06-SLT2-SU11(1).JPG","","",NA,1,NA,"Summer",2011,"SLT"
"1825",2011-07-14,"R06-SLT2-SU11(2).JPG","","",NA,0,NA,"Summer",2011,"SLT"
"1826",2011-07-14,"R06-SLT2-SU11(3).JPG","","",NA,0,NA,"Summer",2011,"SLT"
"1827",2011-07-23,"R06-SLT2-SU11(4).JPG","","",NA,0,NA,"Summer",2011,"SLT"
"1828",2011-07-31,"R05-MTC1-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"MTC"
"1829",2011-08-04,"D07-BEC1-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"BEC"
"1830",2011-08-04,"D09-CLG1-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"CLG"
"1832",2011-07-21,"D09-CLG1-SU11(3).JPG","","",NA,0,NA,"Summer",2011,"CLG"
"1833",2011-07-14,"D09-CLG1-SU11(4).JPG","","",NA,1,NA,"Summer",2011,"CLG"
"1834",2011-07-26,"D08-DAW2-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"DAW"
"1835",2011-07-13,"D08-DAW2-SU11(2).JPG","","",NA,0,NA,"Summer",2011,"DAW"
"1836",2011-07-13,"D08-DAW2-SU11(3).JPG","","",NA,1,NA,"Summer",2011,"DAW"
"1837",2011-08-03,"D08-DAW1-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"DAW"
"1838",2011-08-03,"D08-DAW1-SU11(2).JPG","","",NA,0,NA,"Summer",2011,"DAW"
"1839",2011-08-03,"D08-DAW1-SU11(3).JPG","","",NA,1,NA,"Summer",2011,"DAW"
"1840",2011-08-03,"D08-DAW1-SU11(4).JPG","","",NA,1,NA,"Summer",2011,"DAW"
"1841",2011-08-03,"D08-DAW1-SU11(5).JPG","","",NA,0,NA,"Summer",2011,"DAW"
"1842",2011-08-03,"D08-DAW1-SU11(6).JPG","","",NA,0,NA,"Summer",2011,"DAW"
"1843",2011-08-02,"D08-DAW1-SU11(7).JPG","","",NA,1,NA,"Summer",2011,"DAW"
"1844",2011-07-30,"D07-NOC1-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"NOC"
"1845",2011-07-30,"D07-NOC1-SU11(2).JPG","","",NA,1,NA,"Summer",2011,"NOC"
"1846",2011-07-27,"D07-NOC1-SU11(3).JPG","","",NA,1,NA,"Summer",2011,"NOC"
"1847",2011-07-26,"D07-NOC1-SU11(4).JPG","","",NA,1,NA,"Summer",2011,"NOC"
"1848",2011-07-26,"D07-NOC1-SU11(5).JPG","","",NA,0,NA,"Summer",2011,"NOC"
"1849",2011-07-14,"D07-NOC1-SU11(6).JPG","","",NA,0,NA,"Summer",2011,"NOC"
"1850",2011-07-14,"D07-NOC1-SU11(7).JPG","","",NA,0,NA,"Summer",2011,"NOC"
"1852",2011-08-07,"D07-ASC1-SU11(1).JPG","","",1,1,NA,"Summer",2011,"ASC"
"1853",2011-08-04,"D07-ASC1-SU11(2).JPG","","",NA,1,NA,"Summer",2011,"ASC"
"1854",2011-07-30,"D07-ASC1-SU11(3).JPG","","",NA,1,NA,"Summer",2011,"ASC"
"1855",2011-07-25,"D07-ASC1-SU11(4).JPG","","",NA,1,NA,"Summer",2011,"ASC"
"1856",2011-07-24,"D07-ASC1-SU11(5).JPG","","",NA,1,NA,"Summer",2011,"ASC"
"1857",2011-07-24,"D07-ASC1-SU11(6).JPG","","",NA,0,NA,"Summer",2011,"ASC"
"1858",2011-07-24,"D07-ASC1-SU11(7).JPG","","",NA,1,NA,"Summer",2011,"ASC"
"1859",2011-07-23,"D07-ASC1-SU11(8).JPG","","",NA,1,NA,"Summer",2011,"ASC"
"1860",2011-07-16,"D07-ASC1-SU11(9).JPG","","",NA,0,NA,"Summer",2011,"ASC"
"1861",2011-07-16,"D07-ASC1-SU11(10).JPG","","",NA,0,NA,"Summer",2011,"ASC"
"1862",2011-07-16,"D07-ASC1-SU11(11).JPG","","",NA,0,NA,"Summer",2011,"ASC"
"1863",2011-07-23,"D05-PRC1-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"PRC"
"1864",2011-07-16,"D05-PRC1-SU11(2).JPG","","",NA,0,NA,"Summer",2011,"PRC"
"1865",2011-07-15,"D05-PRC1-SU11(3).JPG","","",1,1,NA,"Summer",2011,"PRC"
"1866",2011-07-27,"D05-PRC1-SU11(4).JPG","","",NA,0,NA,"Summer",2011,"PRC"
"1867",2011-07-26,"D05-PRC1-SU11(5).JPG","","",NA,0,NA,"Summer",2011,"PRC"
"1868",2011-07-26,"D05-PRC1-SU11(6).JPG","","",NA,1,NA,"Summer",2011,"PRC"
"1869",2011-07-15,"D05-PRC1-SU11(7).JPG","","",NA,1,NA,"Summer",2011,"PRC"
"1870",2011-07-14,"D05-PRC1-SU11(8).JPG","","",NA,1,NA,"Summer",2011,"PRC"
"1871",2011-07-13,"D05-BRP1-SU11(1).JPG","","",NA,1,NA,"Summer",2011,"BRP"
"1872",2011-07-13,"D05-BRP1-SU11(2).JPG","","",NA,1,NA,"Summer",2011,"BRP"
"1873",2011-07-13,"D05-BRP1-SU11(3).JPG","","",NA,1,NA,"Summer",2011,"BRP"
"1874",2011-07-29,"D05-BRP1-SU11(4).JPG","","",NA,0,NA,"Summer",2011,"BRP"
"1875",2011-07-27,"D05-BRP1-SU11(5).JPG","","",NA,0,NA,"Summer",2011,"BRP"
"1876",2011-07-26,"D05-BRP1-SU11(6).JPG","","",NA,1,NA,"Summer",2011,"BRP"
"1877",2011-07-22,"D05-BRP1-SU11(7).JPG","","",NA,0,NA,"Summer",2011,"BRP"
"1878",2011-07-22,"D05-BRP1-SU11(8).JPG","","",NA,0,NA,"Summer",2011,"BRP"
"1879",2011-07-27,"D04-EDW3-SU11(1).JPG","","",NA,1,NA,"Summer",2011,"EDW"
"1880",2011-08-07,"D02-RCP1-SU11(1).JPG","","",NA,0,NA,"Summer",2011,"RCP"
"1881",2011-08-07,"D02-RCP1-SU11(2).JPG","","",NA,0,NA,"Summer",2011,"RCP"
"1882",2012-07-25,"S10-LEW1-SU12(1).JPG","","",NA,1,NA,"Summer",2012,"LEW"
"1883",2012-07-25,"S10-LEW1-SU12(2).JPG","","",NA,1,NA,"Summer",2012,"LEW"
"1884",2012-07-25,"S10-LEW1-SU12(3).JPG","","",NA,1,NA,"Summer",2012,"LEW"
"1885",2012-07-29,"S10-LEW1-SU12(4).JPG","","",NA,0,NA,"Summer",2012,"LEW"
"1886",2012-07-28,"S10-ILC1-SU12(1).JPG","","",NA,0,NA,"Summer",2012,"ILC"
"1887",2012-07-28,"S09-ILC1-SU12(1).JPG","","",NA,0,NA,"Summer",2012,"ILC"
"1888",2012-07-28,"S09-ILC1-SU12(2).JPG","","",NA,0,NA,"Summer",2012,"ILC"
"1889",2012-07-28,"S09-ILC1-SU12(3).JPG","","",NA,1,NA,"Summer",2012,"ILC"
"1890",2012-07-28,"S09-ILC1-SU12(4).JPG","","",NA,1,NA,"Summer",2012,"ILC"
"1891",2012-07-13,"S09-ILC1-SU12(5).JPG","","",NA,0,NA,"Summer",2012,"ILC"
"1892",2012-07-13,"S09-ILC1-SU12(6).JPG","","",NA,0,NA,"Summer",2012,"ILC"
"1893",2012-07-13,"S09-ILC1-SU12(7).JPG","","",NA,0,NA,"Summer",2012,"ILC"
"1894",2012-07-13,"S09-ILC1-SU12(8).JPG","","",NA,0,NA,"Summer",2012,"ILC"
"1895",2012-08-02,"S07-SAG1-SU12(1).JPG","","",NA,0,NA,"Summer",2012,"SAG"
"1896",2012-07-31,"S07-SAG1-SU12(2).JPG","","",NA,1,NA,"Summer",2012,"SAG"
"1897",2012-07-28,"S07-SAG1-SU12(3).JPG","","",NA,0,NA,"Summer",2012,"SAG"
"1898",2012-07-14,"S07-SAG1-SU12(4).JPG","","",NA,0,NA,"Summer",2012,"SAG"
"1899",2012-07-26,"S06-CBW1-SU12(1).JPG","","",NA,1,NA,"Summer",2012,"CBW"
"1900",2012-07-19,"S06-CBW1-SU12(2).JPG","","",NA,0,NA,"Summer",2012,"CBW"
"1901",2012-08-04,"S05-SFP2-SU12(1).JPG","","",1,1,NA,"Summer",2012,"SFP"
"1902",2012-07-28,"S05-SFP2-SU12(2).JPG","","",1,1,NA,"Summer",2012,"SFP"
"1903",2012-07-28,"S05-SFP2-SU12(3).JPG","","",1,1,NA,"Summer",2012,"SFP"
"1904",2012-07-28,"S05-SFP2-SU12(4).JPG","","",1,1,NA,"Summer",2012,"SFP"
"1905",2012-07-28,"S05-SFP2-SU12(5).JPG","","",1,1,NA,"Summer",2012,"SFP"
"1906",2012-07-28,"S05-SFP2-SU12(6).JPG","","",1,1,NA,"Summer",2012,"SFP"
"1907",2012-07-28,"S05-SFP2-SU12(7).JPG","","",1,1,NA,"Summer",2012,"SFP"
"1908",2012-07-21,"S05-RES1-SU12(1).JPG","","",NA,0,NA,"Summer",2012,"RES"
