"","date","new_file_name","time","state","clear_photo","not_coyote","in_color","notes","season","year","site","SurveyID"
"2101",2013-07-14,"R10-WCP3-SU13(8).JPG","21:24:01",0,0,NA,NA,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2102",2013-07-14,"R10-WCP3-SU13(9).JPG","0:54:19",0,1,NA,NA,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2103",2013-07-14,"R10-WCP3-SU13(10).JPG","0:42:26",0,1,NA,NA,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2104",2013-07-09,"R10-WCP3-SU13(11).JPG","22:12:23",0,1,NA,NA,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2105",2013-07-09,"R10-WCP3-SU13(12).JPG","5:29:22",0,1,NA,NA,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2106",2013-07-09,"R10-WCP3-SU13(13).JPG","4:40:41",0,1,NA,NA,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2107",2013-07-07,"R10-WCP3-SU13(14).JPG","5:33:03",0,0,NA,NA,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2108",2013-07-06,"R10-WCP3-SU13(15).JPG","2:20:03",0,0,NA,NA,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2109",2013-07-06,"R10-WCP3-SU13(16).JPG","2:18:05",0,0,NA,NA,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2110",2013-07-04,"R10-WCP3-SU13(17).JPG","3:22:01",0,1,NA,NA,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2111",2013-07-03,"R10-WCP3-SU13(18).JPG","17:20:09",0,1,NA,1,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2112",2013-07-03,"R10-WCP3-SU13(19).JPG","17:17:56",0,1,NA,1,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2113",2013-07-03,"R10-WCP3-SU13(20).JPG","17:15:54",0,1,NA,1,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2114",2013-07-03,"R10-WCP3-SU13(21).JPG","17:14:29",0,0,NA,1,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2115",2013-07-03,"R10-WCP3-SU13(22).JPG","17:14:00",0,1,NA,1,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2116",2013-07-03,"R10-WCP3-SU13(23).JPG","17:13:30",0,1,NA,1,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2117",2013-07-03,"R10-WCP3-SU13(24).JPG","17:12:37",0,0,NA,1,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2118",2013-07-03,"R10-WCP3-SU13(25).JPG","17:11:12",0,1,NA,1,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2119",2013-07-03,"R10-WCP3-SU13(26).JPG","17:10:12",0,0,NA,1,"","Summer",2013,"R10-WCP0","R10-WCP0-SU13"
"2120",2013-07-03,"R04-MMW2-SU13(1).JPG","1:35:15",0,0,NA,NA,"","Summer",2013,"R04-MMW0","R04-MMW0-SU13"
"2121",2013-07-25,"R04-MMW2-SU13(2).JPG","1:42:39",0,0,NA,NA,"","Summer",2013,"R04-MMW0","R04-MMW0-SU13"
"2122",2013-07-24,"R04-MMW2-SU13(3).JPG","23:15:28",0,0,NA,NA,"","Summer",2013,"R04-MMW0","R04-MMW0-SU13"
"2123",2013-07-26,"D08-DAW2-SU13(1).JPG","22:19:36",0,0,NA,NA,"","Summer",2013,"D08-DAW2","D08-DAW2-SU13"
"2124",2013-07-22,"D08-DAW2-SU13(2).JPG","23:15:27",0,0,NA,NA,"","Summer",2013,"D08-DAW2","D08-DAW2-SU13"
"2125",2013-07-17,"D08-DAW2-SU13(3).JPG","1:47:04",0,0,NA,NA,"","Summer",2013,"D08-DAW2","D08-DAW2-SU13"
"2126",2013-07-11,"D08-DAW2-SU13(4).JPG","22:17:03",0,0,NA,NA,"","Summer",2013,"D08-DAW2","D08-DAW2-SU13"
"2127",2013-07-08,"D08-DAW2-SU13(5).JPG","1:01:08",0,0,NA,NA,"","Summer",2013,"D08-DAW2","D08-DAW2-SU13"
"2128",2013-07-21,"D04-EDW3-SU13(1).JPG","1:01:46",0,0,NA,NA,"","Summer",2013,"D04-EDW0","D04-EDW0-SU13"
"2129",2013-07-21,"D04-EDW3-SU13(2).JPG","1:01:17",0,0,NA,NA,"","Summer",2013,"D04-EDW0","D04-EDW0-SU13"
"2130",2013-07-21,"D04-EDW3-SU13(3).JPG","1:00:34",0,1,NA,NA,"","Summer",2013,"D04-EDW0","D04-EDW0-SU13"
"2131",2012-01-25,"S10-LPP2-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"S10-LPP0","S10-LPP0-WI12"
"2132",2012-02-10,"S10-LPP2-WI12(2).JPG","",0,0,NA,NA,"","Winter",2012,"S10-LPP0","S10-LPP0-WI12"
"2133",2012-02-09,"S08-WGL2-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"S08-WGL2","S08-WGL2-WI12"
"2135",2012-02-19,"S08-WGL1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"S08-WGL1","S08-WGL1-WI12"
"2136",2012-02-09,"S07-WGL2-WI12(1).JPG","",0,1,NA,NA,"","Winter",2012,"S07-WGL0","S07-WGL0-WI12"
"2137",2012-02-04,"S07-WGL2-WI12(2).JPG","",0,1,NA,NA,"","Winter",2012,"S07-WGL0","S07-WGL0-WI12"
"2138",2012-01-29,"S07-STJ1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"S07-STJ1","S07-STJ1-WI12"
"2139",2012-01-25,"S07-STJ1-WI12(2).JPG","",0,0,NA,NA,"","Winter",2012,"S07-STJ1","S07-STJ1-WI12"
"2143",2012-02-07,"S07-STJ1-WI12(6).JPG","",0,0,NA,NA,"","Winter",2012,"S07-STJ1","S07-STJ1-WI12"
"2146",2012-02-05,"S07-STJ1-WI12(9).JPG","",0,0,NA,NA,"","Winter",2012,"S07-STJ1","S07-STJ1-WI12"
"2147",2012-01-25,"S07-SAG1-WI12(1).JPG","",1,1,NA,NA,"Hair loss at base of tail","Winter",2012,"S07-SAG1","S07-SAG1-WI12"
"2148",2012-02-10,"S07-SAG1-WI12(2).JPG","",0,0,NA,1,"","Winter",2012,"S07-SAG1","S07-SAG1-WI12"
"2152",2012-02-05,"S07-SAG1-WI12(6).JPG","",0,0,NA,NA,"","Winter",2012,"S07-SAG1","S07-SAG1-WI12"
"2153",2012-02-02,"S07-SAG1-WI12(7).JPG","",0,1,NA,1,"","Winter",2012,"S07-SAG1","S07-SAG1-WI12"
"2155",2012-02-01,"S07-SAG1-WI12(9).JPG","",0,1,NA,NA,"","Winter",2012,"S07-SAG1","S07-SAG1-WI12"
"2159",2012-01-31,"S07-SAG1-WI12(13).JPG","",0,0,NA,NA,"","Winter",2012,"S07-SAG1","S07-SAG1-WI12"
"2160",2012-02-21,"S05-RES1-WI12(1).JPG","",0,1,NA,NA,"","Winter",2012,"S05-RES1","S05-RES1-WI12"
"2161",2012-02-20,"S05-RES1-WI12(2).JPG","",0,0,NA,NA,"","Winter",2012,"S05-RES1","S05-RES1-WI12"
"2164",2012-02-17,"S05-RES1-WI12(5).JPG","",0,1,NA,NA,"","Winter",2012,"S05-RES1","S05-RES1-WI12"
"2165",2012-02-16,"S05-RES1-WI12(6).JPG","",0,0,NA,NA,"","Winter",2012,"S05-RES1","S05-RES1-WI12"
"2166",2012-02-12,"S05-RES1-WI12(7).JPG","",0,0,NA,NA,"","Winter",2012,"S05-RES1","S05-RES1-WI12"
"2169",2012-02-11,"S05-RES1-WI12(10).JPG","",0,0,NA,NA,"","Winter",2012,"S05-RES1","S05-RES1-WI12"
"2170",2012-01-29,"S05-RES1-WI12(11).JPG","",0,0,NA,NA,"","Winter",2012,"S05-RES1","S05-RES1-WI12"
"2171",2012-01-24,"S05-RES1-WI12(12).JPG","",0,0,NA,NA,"","Winter",2012,"S05-RES1","S05-RES1-WI12"
"2173",2012-01-31,"S05-RES1-WI12(14).JPG","",0,1,NA,NA,"","Winter",2012,"S05-RES1","S05-RES1-WI12"
"2174",2012-02-01,"S05-LNC1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"S05-LNC1","S05-LNC1-WI12"
"2175",2012-01-27,"S04-OTW1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"S04-OTW1","S04-OTW1-WI12"
"2176",2012-02-04,"S03-WAP1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"S03-WAP1","S03-WAP1-WI12"
"2177",2012-02-04,"S03-LCP1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"S03-LCP1","S03-LCP1-WI12"
"2178",2012-02-01,"S03-LCP1-WI12(2).JPG","",0,0,NA,NA,"","Winter",2012,"S03-LCP1","S03-LCP1-WI12"
"2179",2012-02-17,"S02-CPR1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"S02-CPR1","S02-CPR1-WI12"
"2180",2012-01-27,"R10-WDW1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"R10-WDW0","R10-WDW0-WI12"
"2188",2012-02-02,"R10-WDW1-WI12(9).JPG","",0,0,NA,NA,"","Winter",2012,"R10-WDW0","R10-WDW0-WI12"
"2193",2012-02-01,"R10-WDW1-WI12(14).JPG","",0,0,NA,NA,"","Winter",2012,"R10-WDW0","R10-WDW0-WI12"
"2200",2012-01-26,"R10-WCP2-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"R10-WCP0","R10-WCP0-WI12"
"2205",2012-02-15,"R09-SMI1-WI12(1).JPG","",0,1,NA,NA,"","Winter",2012,"R09-SMI1","R09-SMI1-WI12"
"2212",2012-02-14,"R09-SMI1-WI12(8).JPG","",0,1,NA,NA,"","Winter",2012,"R09-SMI1","R09-SMI1-WI12"
"2213",2012-01-27,"R09-SMI1-WI12(9).JPG","",0,0,NA,NA,"","Winter",2012,"R09-SMI1","R09-SMI1-WI12"
"2219",2012-02-09,"R09-LIM2-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"R09-LIM0","R09-LIM0-WI12"
"2225",2012-02-08,"R09-LIM2-WI12(7).JPG","",0,0,NA,NA,"","Winter",2012,"R09-LIM0","R09-LIM0-WI12"
"2243",2012-02-04,"R09-LIM2-WI12(25).JPG","",0,1,NA,NA,"","Winter",2012,"R09-LIM0","R09-LIM0-WI12"
"2248",2012-02-01,"R09-LIM2-WI12(30).JPG","",0,0,NA,NA,"","Winter",2012,"R09-LIM0","R09-LIM0-WI12"
"2257",2012-02-10,"R09-CTG3-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"R09-CTG0","R09-CTG0-WI12"
"2258",2012-02-08,"R09-CTG3-WI12(2).JPG","",0,0,NA,NA,"","Winter",2012,"R09-CTG0","R09-CTG0-WI12"
"2260",2012-02-21,"R09-CTG3-WI12(4).JPG","",0,0,NA,NA,"","Winter",2012,"R09-CTG0","R09-CTG0-WI12"
"2261",2012-02-16,"R09-CTG3-WI12(5).JPG","",0,1,NA,1,"","Winter",2012,"R09-CTG0","R09-CTG0-WI12"
"2262",2012-02-14,"R09-CTG3-WI12(6).JPG","",0,0,NA,NA,"","Winter",2012,"R09-CTG0","R09-CTG0-WI12"
"2264",2012-02-06,"R09-CTG3-WI12(8).JPG","",0,0,NA,NA,"","Winter",2012,"R09-CTG0","R09-CTG0-WI12"
"2265",2012-02-03,"R09-CTG3-WI12(9).JPG","",0,0,NA,NA,"","Winter",2012,"R09-CTG0","R09-CTG0-WI12"
"2266",2012-02-02,"R09-CTG3-WI12(10).JPG","",0,0,NA,NA,"","Winter",2012,"R09-CTG0","R09-CTG0-WI12"
"2268",2012-01-30,"R09-CTG3-WI12(12).JPG","",0,0,NA,NA,"","Winter",2012,"R09-CTG0","R09-CTG0-WI12"
"2270",2012-01-29,"R09-CTG3-WI12(14).JPG","",0,1,NA,1,"","Winter",2012,"R09-CTG0","R09-CTG0-WI12"
"2272",2012-01-27,"R09-CTG3-WI12(16).JPG","",0,1,NA,1,"","Winter",2012,"R09-CTG0","R09-CTG0-WI12"
"2279",2012-01-26,"R09-CTG3-WI12(23).JPG","",0,1,NA,NA,"","Winter",2012,"R09-CTG0","R09-CTG0-WI12"
"2288",2012-01-25,"R09-BLW1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"R09-BLW1","R09-BLW1-WI12"
"2289",2012-02-20,"R09-BLW1-WI12(2).JPG","",0,0,NA,NA,"","Winter",2012,"R09-BLW1","R09-BLW1-WI12"
"2290",2012-02-11,"R09-BLW1-WI12(3).JPG","",0,0,NA,NA,"","Winter",2012,"R09-BLW1","R09-BLW1-WI12"
"2292",2012-02-01,"R09-BLW1-WI12(5).JPG","",0,0,NA,NA,"","Winter",2012,"R09-BLW1","R09-BLW1-WI12"
"2293",2012-01-31,"R09-BLW1-WI12(6).JPG","",0,0,NA,NA,"","Winter",2012,"R09-BLW1","R09-BLW1-WI12"
"2294",2012-01-29,"R09-BLW1-WI12(7).JPG","",0,0,NA,NA,"","Winter",2012,"R09-BLW1","R09-BLW1-WI12"
"2301",2012-01-26,"R08-WBK1-WI12(1).JPG","",0,1,NA,NA,"","Winter",2012,"R08-WBK1","R08-WBK1-WI12"
"2303",2012-02-18,"R08-WBK1-WI12(3).JPG","",0,0,NA,NA,"","Winter",2012,"R08-WBK1","R08-WBK1-WI12"
"2305",2012-02-16,"R08-WBK1-WI12(5).JPG","",0,0,NA,NA,"","Winter",2012,"R08-WBK1","R08-WBK1-WI12"
"2307",2012-02-14,"R08-WBK1-WI12(7).JPG","",0,0,NA,NA,"","Winter",2012,"R08-WBK1","R08-WBK1-WI12"
"2308",2012-02-13,"R08-WBK1-WI12(8).JPG","",0,0,NA,NA,"","Winter",2012,"R08-WBK1","R08-WBK1-WI12"
"2310",2012-02-12,"R08-WBK1-WI12(10).JPG","",0,1,NA,NA,"","Winter",2012,"R08-WBK1","R08-WBK1-WI12"
"2313",2012-02-11,"R08-WBK1-WI12(13).JPG","",0,1,NA,NA,"","Winter",2012,"R08-WBK1","R08-WBK1-WI12"
"2315",2012-02-08,"R08-WBK1-WI12(15).JPG","",0,1,NA,NA,"","Winter",2012,"R08-WBK1","R08-WBK1-WI12"
"2317",2012-02-04,"R08-WBK1-WI12(17).JPG","",0,1,NA,NA,"","Winter",2012,"R08-WBK1","R08-WBK1-WI12"
"2319",2012-02-01,"R08-WBK1-WI12(19).JPG","",0,0,NA,NA,"","Winter",2012,"R08-WBK1","R08-WBK1-WI12"
"2321",2012-01-31,"R08-WBK1-WI12(21).JPG","",0,0,NA,NA,"","Winter",2012,"R08-WBK1","R08-WBK1-WI12"
"2322",2012-01-28,"R08-WBK1-WI12(22).JPG","",0,1,NA,NA,"","Winter",2012,"R08-WBK1","R08-WBK1-WI12"
"2323",2012-01-27,"R08-WBK1-WI12(23).JPG","",0,1,NA,NA,"","Winter",2012,"R08-WBK1","R08-WBK1-WI12"
"2334",2012-01-26,"R08-VLG1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"R08-VLG1","R08-VLG1-WI12"
"2337",2012-02-21,"R08-VLG1-WI12(4).JPG","",0,1,NA,NA,"","Winter",2012,"R08-VLG1","R08-VLG1-WI12"
"2338",2012-01-29,"R07-YHR1-WI12(1).JPG","",0,1,NA,NA,"","Winter",2012,"R07-YHR1","R07-YHR1-WI12"
"2339",2012-02-08,"R07-YHR1-WI12(2).JPG","",0,0,NA,NA,"","Winter",2012,"R07-YHR1","R07-YHR1-WI12"
"2350",2012-02-07,"R07-YHR1-WI12(13).JPG","",0,1,NA,NA,"","Winter",2012,"R07-YHR1","R07-YHR1-WI12"
"2353",2012-01-28,"R07-YHR1-WI12(16).JPG","",0,1,NA,NA,"","Winter",2012,"R07-YHR1","R07-YHR1-WI12"
"2366",2012-02-02,"R07-YHR1-WI12(29).JPG","",0,0,NA,NA,"","Winter",2012,"R07-YHR1","R07-YHR1-WI12"
"2368",2012-02-01,"R07-YHR1-WI12(31).JPG","",0,1,NA,1,"","Winter",2012,"R07-YHR1","R07-YHR1-WI12"
"2371",2012-01-30,"R07-YHR1-WI12(34).JPG","",0,0,NA,NA,"","Winter",2012,"R07-YHR1","R07-YHR1-WI12"
"2397",2012-02-09,"R07-YHR1-WI12(60).JPG","",0,0,NA,NA,"Inner rear right leg looks dark like lesions but hard to tell","Winter",2012,"R07-YHR1","R07-YHR1-WI12"
"2398",2012-02-01,"R07-MMP1-WI12(1).JPG","",0,1,NA,NA,"","Winter",2012,"R07-MMP1","R07-MMP1-WI12"
"2402",2012-02-13,"R07-MMP1-WI12(5).JPG","",0,0,NA,NA,"","Winter",2012,"R07-MMP1","R07-MMP1-WI12"
"2404",2012-02-12,"R07-MMP1-WI12(7).JPG","",0,0,NA,NA,"","Winter",2012,"R07-MMP1","R07-MMP1-WI12"
"2405",2012-02-09,"R07-MMP1-WI12(8).JPG","",0,0,NA,NA,"","Winter",2012,"R07-MMP1","R07-MMP1-WI12"
"2413",2012-02-14,"R07-GOF1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"R07-GOF1","R07-GOF1-WI12"
"2419",2012-02-11,"R07-GOF1-WI12(7).JPG","",0,0,NA,NA,"","Winter",2012,"R07-GOF1","R07-GOF1-WI12"
"2420",2012-02-10,"R07-GOF1-WI12(8).JPG","",0,0,NA,NA,"","Winter",2012,"R07-GOF1","R07-GOF1-WI12"
"2421",2012-02-08,"R07-GOF1-WI12(9).JPG","",0,0,NA,NA,"","Winter",2012,"R07-GOF1","R07-GOF1-WI12"
"2422",2012-02-07,"R07-GOF1-WI12(10).JPG","",0,0,NA,NA,"","Winter",2012,"R07-GOF1","R07-GOF1-WI12"
"2423",2012-02-06,"R07-GOF1-WI12(11).JPG","",0,0,NA,NA,"","Winter",2012,"R07-GOF1","R07-GOF1-WI12"
"2424",2012-02-04,"R07-GOF1-WI12(12).JPG","",0,0,NA,NA,"","Winter",2012,"R07-GOF1","R07-GOF1-WI12"
"2425",2012-02-01,"R07-GOF1-WI12(13).JPG","",0,0,NA,NA,"","Winter",2012,"R07-GOF1","R07-GOF1-WI12"
"2426",2012-01-31,"R07-GOF1-WI12(14).JPG","",0,1,NA,NA,"","Winter",2012,"R07-GOF1","R07-GOF1-WI12"
"2429",2012-01-29,"R07-GOF1-WI12(17).JPG","",0,0,NA,NA,"","Winter",2012,"R07-GOF1","R07-GOF1-WI12"
"2430",2012-01-28,"R07-GOF1-WI12(18).JPG","",0,0,NA,NA,"","Winter",2012,"R07-GOF1","R07-GOF1-WI12"
"2432",2012-01-26,"R07-GOF1-WI12(20).JPG","",0,0,NA,NA,"","Winter",2012,"R07-GOF1","R07-GOF1-WI12"
"2433",2012-02-22,"R07-GOF1-WI12(21).JPG","",0,0,NA,NA,"","Winter",2012,"R07-GOF1","R07-GOF1-WI12"
"2434",2012-02-21,"R07-GOF1-WI12(22).JPG","",0,0,NA,NA,"","Winter",2012,"R07-GOF1","R07-GOF1-WI12"
"2435",2012-02-19,"R07-GOF1-WI12(23).JPG","",0,0,NA,NA,"","Winter",2012,"R07-GOF1","R07-GOF1-WI12"
"2440",2012-02-22,"R07-FSP1-WI12(1).JPG","",0,1,NA,NA,"","Winter",2012,"R07-FSP1","R07-FSP1-WI12"
"2441",2012-01-27,"R07-FSP1-WI12(2).JPG","",0,1,NA,NA,"","Winter",2012,"R07-FSP1","R07-FSP1-WI12"
"2442",2012-02-14,"R07-FSP1-WI12(3).JPG","",0,1,NA,NA,"","Winter",2012,"R07-FSP1","R07-FSP1-WI12"
"2443",2012-02-11,"R07-FSP1-WI12(4).JPG","",0,1,NA,NA,"","Winter",2012,"R07-FSP1","R07-FSP1-WI12"
"2449",2012-01-26,"R07-FSP1-WI12(10).JPG","",0,1,NA,1,"","Winter",2012,"R07-FSP1","R07-FSP1-WI12"
"2450",2012-02-06,"R07-FSP1-WI12(11).JPG","",0,1,NA,NA,"","Winter",2012,"R07-FSP1","R07-FSP1-WI12"
"2452",2012-02-02,"R07-FSP1-WI12(13).JPG","",0,1,NA,NA,"","Winter",2012,"R07-FSP1","R07-FSP1-WI12"
"2456",2012-01-26,"R06-YOW1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"R06-YOW1","R06-YOW1-WI12"
"2457",2012-01-30,"R06-YOW1-WI12(2).JPG","",0,0,NA,NA,"","Winter",2012,"R06-YOW1","R06-YOW1-WI12"
"2463",2012-01-29,"R06-YOW1-WI12(8).JPG","",0,0,NA,NA,"","Winter",2012,"R06-YOW1","R06-YOW1-WI12"
"2465",2012-02-19,"R06-YOW1-WI12(10).JPG","",0,0,NA,NA,"","Winter",2012,"R06-YOW1","R06-YOW1-WI12"
"2472",2012-02-16,"R06-YOW1-WI12(17).JPG","",0,0,NA,NA,"","Winter",2012,"R06-YOW1","R06-YOW1-WI12"
"2473",2012-01-27,"R06-YOW1-WI12(18).JPG","",0,0,NA,NA,"","Winter",2012,"R06-YOW1","R06-YOW1-WI12"
"2480",2012-02-23,"R06-SLT1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"R06-SLT1","R06-SLT1-WI12"
"2484",2012-02-16,"R06-SLT1-WI12(5).JPG","",0,1,NA,NA,"","Winter",2012,"R06-SLT1","R06-SLT1-WI12"
"2485",2012-02-06,"R06-SLT1-WI12(6).JPG","",0,0,NA,NA,"","Winter",2012,"R06-SLT1","R06-SLT1-WI12"
"2490",2012-01-26,"R06-OTB1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2491",2012-02-06,"R06-OTB1-WI12(2).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2493",2012-02-05,"R06-OTB1-WI12(4).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2496",2012-02-04,"R06-OTB1-WI12(7).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2497",2012-02-03,"R06-OTB1-WI12(8).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2498",2012-01-31,"R06-OTB1-WI12(9).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2499",2012-01-30,"R06-OTB1-WI12(10).JPG","",0,1,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2503",2012-01-29,"R06-OTB1-WI12(14).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2509",2012-01-28,"R06-OTB1-WI12(20).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2512",2012-01-27,"R06-OTB1-WI12(23).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2513",2012-02-22,"R06-OTB1-WI12(24).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2514",2012-02-20,"R06-OTB1-WI12(25).JPG","",0,1,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2515",2012-02-18,"R06-OTB1-WI12(26).JPG","",0,1,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2517",2012-02-17,"R06-OTB1-WI12(28).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2522",2012-02-16,"R06-OTB1-WI12(33).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2526",2012-02-12,"R06-OTB1-WI12(37).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2529",2012-02-11,"R06-OTB1-WI12(40).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2533",2012-02-09,"R06-OTB1-WI12(44).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2535",2012-02-08,"R06-OTB1-WI12(46).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2537",2012-02-07,"R06-OTB1-WI12(48).JPG","",0,0,NA,NA,"","Winter",2012,"R06-OTB1","R06-OTB1-WI12"
"2546",2012-01-29,"R05-GOC1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"R05-GOC1","R05-GOC1-WI12"
"2547",2012-02-10,"R05-GOC1-WI12(2).JPG","",0,0,NA,NA,"","Winter",2012,"R05-GOC1","R05-GOC1-WI12"
"2548",2012-02-02,"R05-GOC1-WI12(3).JPG","",0,0,NA,NA,"","Winter",2012,"R05-GOC1","R05-GOC1-WI12"
"2550",2012-02-10,"R04-MMW1-WI12(1).JPG","",0,1,NA,NA,"","Winter",2012,"R04-MMW0","R04-MMW0-WI12"
"2551",2012-02-06,"R04-MMW1-WI12(2).JPG","",0,0,NA,NA,"","Winter",2012,"R04-MMW0","R04-MMW0-WI12"
"2553",2012-02-04,"R04-MMW1-WI12(4).JPG","",0,1,NA,NA,"","Winter",2012,"R04-MMW0","R04-MMW0-WI12"
"2554",2012-02-01,"R04-MMW1-WI12(5).JPG","",0,0,NA,NA,"","Winter",2012,"R04-MMW0","R04-MMW0-WI12"
"2555",2012-01-31,"R04-MMW1-WI12(6).JPG","",0,0,NA,NA,"","Winter",2012,"R04-MMW0","R04-MMW0-WI12"
"2557",2012-01-30,"R04-MMW1-WI12(8).JPG","",0,0,NA,NA,"","Winter",2012,"R04-MMW0","R04-MMW0-WI12"
"2558",2012-01-29,"R04-MMW1-WI12(9).JPG","",0,0,NA,NA,"","Winter",2012,"R04-MMW0","R04-MMW0-WI12"
"2559",2012-02-19,"R04-MMW1-WI12(10).JPG","",0,0,NA,NA,"","Winter",2012,"R04-MMW0","R04-MMW0-WI12"
"2560",2012-02-18,"R04-MMW1-WI12(11).JPG","",0,0,NA,NA,"","Winter",2012,"R04-MMW0","R04-MMW0-WI12"
"2561",2012-02-16,"R04-MMW1-WI12(12).JPG","",0,0,NA,NA,"","Winter",2012,"R04-MMW0","R04-MMW0-WI12"
"2562",2012-02-14,"R04-MMW1-WI12(13).JPG","",0,0,NA,NA,"","Winter",2012,"R04-MMW0","R04-MMW0-WI12"
"2564",2012-01-30,"R03-CPG1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"R03-CPG1","R03-CPG1-WI12"
"2565",2012-01-28,"R03-CPG1-WI12(2).JPG","",0,0,NA,NA,"","Winter",2012,"R03-CPG1","R03-CPG1-WI12"
"2566",2012-01-27,"J01-SEP1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"J01-SEP1","J01-SEP1-WI12"
"2568",2012-02-16,"J01-SEP1-WI12(3).JPG","",0,0,NA,NA,"","Winter",2012,"J01-SEP1","J01-SEP1-WI12"
"2569",2012-02-11,"J01-SEP1-WI12(4).JPG","",0,0,NA,NA,"","Winter",2012,"J01-SEP1","J01-SEP1-WI12"
"2570",2012-02-08,"J01-SEP1-WI12(5).JPG","",0,1,NA,NA,"","Winter",2012,"J01-SEP1","J01-SEP1-WI12"
"2572",2012-02-07,"J01-SEP1-WI12(7).JPG","",0,1,NA,NA,"","Winter",2012,"J01-SEP1","J01-SEP1-WI12"
"2573",2012-02-24,"J01-LMP1-WI12(1).JPG","",0,0,NA,NA,"","Winter",2012,"J01-LMP1","J01-LMP1-WI12"
"2574",2012-02-08,"J01-LMP1-WI12(2).JPG","",1,1,NA,NA,"Rat tail","Winter",2012,"J01-LMP1","J01-LMP1-WI12"
